Frame,Bat Angle,Feedback
888,N/A,No pose detected
889,N/A,No pose detected
890,N/A,No pose detected
891,N/A,No pose detected
892,N/A,No pose detected
893,N/A,No pose detected
894,N/A,No pose detected
895,N/A,No pose detected
896,N/A,No pose detected
897,N/A,No pose detected
898,N/A,No pose detected
899,N/A,No pose detected
900,N/A,No pose detected
901,N/A,No pose detected
902,N/A,No pose detected
903,N/A,No pose detected
904,N/A,No pose detected
905,N/A,No pose detected
906,N/A,No pose detected
907,N/A,No pose detected
908,N/A,No pose detected
909,N/A,No pose detected
910,N/A,No pose detected
911,N/A,No pose detected
912,N/A,No pose detected
913,N/A,No pose detected
914,N/A,No pose detected
915,N/A,No pose detected
916,N/A,No pose detected
917,N/A,No pose detected
918,N/A,No pose detected
919,N/A,No pose detected
920,N/A,No pose detected
921,N/A,No pose detected
922,N/A,No pose detected
923,N/A,No pose detected
924,N/A,No pose detected
925,N/A,No pose detected
926,N/A,No pose detected
927,N/A,No pose detected
928,N/A,No pose detected
929,N/A,No pose detected
930,N/A,No pose detected
931,N/A,No pose detected
932,N/A,No pose detected
933,N/A,No pose detected
934,N/A,No pose detected
935,N/A,No pose detected
936,N/A,No pose detected
937,N/A,No pose detected
938,N/A,No pose detected
939,N/A,No pose detected
940,N/A,No pose detected
941,N/A,No pose detected
942,N/A,No pose detected
943,N/A,No pose detected
944,N/A,No pose detected
945,N/A,No pose detected
946,N/A,No pose detected
947,N/A,No pose detected
948,N/A,No pose detected
949,N/A,No pose detected
950,N/A,No pose detected
951,N/A,No pose detected
952,N/A,No pose detected
953,N/A,No pose detected
954,N/A,No pose detected
955,N/A,No pose detected
956,N/A,No pose detected
957,N/A,No pose detected
958,N/A,No pose detected
959,N/A,No pose detected
960,N/A,No pose detected
961,N/A,No pose detected
962,N/A,No pose detected
963,N/A,No pose detected
964,N/A,No pose detected
965,N/A,No pose detected
966,N/A,No pose detected
967,N/A,No pose detected
968,N/A,No pose detected
969,N/A,No pose detected
970,N/A,No pose detected
971,N/A,No pose detected
972,N/A,No pose detected
973,N/A,No pose detected
974,N/A,No pose detected
975,N/A,No pose detected
976,N/A,No pose detected
977,N/A,No pose detected
978,N/A,No pose detected
979,N/A,No pose detected
980,N/A,No pose detected
981,N/A,No pose detected
982,N/A,No pose detected
983,N/A,No pose detected
984,N/A,No pose detected
985,N/A,No pose detected
986,N/A,No pose detected
987,N/A,No pose detected
988,N/A,No pose detected
989,N/A,No pose detected
990,N/A,No pose detected
991,N/A,No pose detected
992,N/A,No pose detected
993,N/A,No pose detected
994,N/A,No pose detected
995,N/A,No pose detected
996,N/A,No pose detected
997,N/A,No pose detected
998,N/A,No pose detected
999,N/A,No pose detected
1000,N/A,No pose detected
1001,N/A,No pose detected
1002,N/A,No pose detected
1003,N/A,No pose detected
1004,N/A,No pose detected
1005,N/A,No pose detected
1006,N/A,No pose detected
1007,N/A,No pose detected
1008,N/A,No pose detected
1009,N/A,No pose detected
1010,N/A,No pose detected
1011,N/A,No pose detected
1012,N/A,No pose detected
1013,N/A,No pose detected
1014,N/A,No pose detected
1015,N/A,No pose detected
1016,N/A,No pose detected
1017,N/A,No pose detected
1018,N/A,No pose detected
1019,N/A,No pose detected
1020,N/A,No pose detected
1021,N/A,No pose detected
1022,N/A,No pose detected
1023,N/A,No pose detected
1024,N/A,No pose detected
1025,N/A,No pose detected
1026,N/A,No pose detected
1027,N/A,No pose detected
1028,N/A,No pose detected
1029,N/A,No pose detected
1030,N/A,No pose detected
1031,N/A,No pose detected
1032,N/A,No pose detected
1033,N/A,No pose detected
1034,N/A,No pose detected
1035,N/A,No pose detected
1036,N/A,No pose detected
1037,N/A,No pose detected
1038,N/A,No pose detected
1039,N/A,No pose detected
1040,N/A,No pose detected
1041,N/A,No pose detected
1042,N/A,No pose detected
1043,N/A,No pose detected
1044,N/A,No pose detected
1045,N/A,No pose detected
1046,N/A,No pose detected
1047,N/A,No pose detected
1048,N/A,No pose detected
1049,N/A,No pose detected
1050,N/A,No pose detected
1051,N/A,No pose detected
1052,N/A,No pose detected
1053,N/A,No pose detected
1054,N/A,No pose detected
1055,N/A,No pose detected
1056,N/A,No pose detected
1057,N/A,No pose detected
1058,N/A,No pose detected
1059,N/A,No pose detected
1060,N/A,No pose detected
1061,N/A,No pose detected
1062,N/A,No pose detected
1063,N/A,No pose detected
1064,N/A,No pose detected
1065,N/A,No pose detected
1066,N/A,No pose detected
1067,N/A,No pose detected
1068,N/A,No pose detected
1069,N/A,No pose detected
1070,N/A,No pose detected
1071,N/A,No pose detected
1072,N/A,No pose detected
1073,N/A,No pose detected
1074,N/A,No pose detected
1075,N/A,No pose detected
1076,N/A,No pose detected
1077,N/A,No pose detected
1078,N/A,No pose detected
1079,N/A,No pose detected
1080,N/A,No pose detected
1081,N/A,No pose detected
1082,N/A,No pose detected
1083,N/A,No pose detected
1084,N/A,No pose detected
1085,N/A,No pose detected
1086,N/A,No pose detected
1087,N/A,No pose detected
1088,N/A,No pose detected
1089,N/A,No pose detected
1090,N/A,No pose detected
1091,N/A,No pose detected
1092,N/A,No pose detected
1093,N/A,No pose detected
1094,N/A,No pose detected
1095,N/A,No pose detected
1096,N/A,No pose detected
1097,N/A,No pose detected
1098,N/A,No pose detected
1099,N/A,No pose detected
1100,N/A,No pose detected
1101,N/A,No pose detected
1102,N/A,No pose detected
1103,N/A,No pose detected
1104,N/A,No pose detected
1105,N/A,No pose detected
1106,N/A,No pose detected
1107,N/A,No pose detected
1108,N/A,No pose detected
1109,N/A,No pose detected
